isbn,authors,original_publication_year,original_title,title,language_code,average_rating,image_url,small_image_url
009949857X,Maeve Binchy,1982,Light A Penny Candle,Light a Penny Candle,eng,3.88,https://images.gr-assets.com/books/1320391955m/41962.jpg,https://images.gr-assets.com/books/1320391955s/41962.jpg
515140880,Christine Feehan,2002,"Dark Demon (Carpathians, #16)","Dark Demon (Dark, #16)",eng,4.34,https://images.gr-assets.com/books/1309288721m/184324.jpg,https://images.gr-assets.com/books/1309288721s/184324.jpg
1607063921,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2011,"The Walking Dead, Vol. 14: No Way Out ","The Walking Dead, Vol. 14: No Way Out",eng,4.34,https://images.gr-assets.com/books/1327883131m/10822174.jpg,https://images.gr-assets.com/books/1327883131s/10822174.jpg
1582406987,"Robert Kirkman, Charlie Adlard",2005,The Walking Dead. Book Two,"The Walking Dead, Book Two (The Walking Dead #13-24)",eng,4.35,https://images.gr-assets.com/books/1366213424m/138399.jpg,https://images.gr-assets.com/books/1366213424s/138399.jpg
156226006,"Italo Calvino, William Weaver, Î‘Î_Ï„Î±Î¯Î¿Ï‚ Î§ÏÅÏ…ÏƒÎ¿ÏƒÏ„Î¿Î_Î¯Î´Î·Ï‚, Î•Î»ÎµÏ…Î¸ÎµÏÅÎ¯Î± Î_Î¿ÏˆÎ_Î´Î¬",1965,Le cosmicomiche,Cosmicomics,en-US,4.2,https://images.gr-assets.com/books/1327975008m/59780.jpg,https://images.gr-assets.com/books/1327975008s/59780.jpg
671789457,Alice Walker,1992,Possessing the Secret of Joy,Possessing the Secret of Joy,,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
20248717,Clifford D. Simak,1963,Way Station,Way Station,eng,4.03,https://images.gr-assets.com/books/1326490682m/190999.jpg,https://images.gr-assets.com/books/1326490682s/190999.jpg
373210051,Rachel Vincent,2010,My Soul to Keep,"My Soul to Keep (Soul Screamers, #3)",eng,4.09,https://images.gr-assets.com/books/1268059270m/7476122.jpg,https://images.gr-assets.com/books/1268059270s/7476122.jpg
023252078X,Henri J.M. Nouwen,1991,The Return of the Prodigal Son: A Story of Homecoming,The Return of the Prodigal Son: A Story of Homecoming,eng,4.38,https://images.gr-assets.com/books/1327010857m/175113.jpg,https://images.gr-assets.com/books/1327010857s/175113.jpg
393324869,Charles Wheelan,2002,Naked Economics: Undressing the Dismal Science,Naked Economics: Undressing the Dismal Science,,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
590396056,Tamora Pierce,2000,Magic Steps,"Magic Steps (The Circle Opens, #1)",,3.98,https://images.gr-assets.com/books/1366188641m/153781.jpg,https://images.gr-assets.com/books/1366188641s/153781.jpg
,Addison Moore,2012,Someone To Love,"Someone to Love (Someone to Love, #1)",en-US,3.74,https://images.gr-assets.com/books/1355429121m/16233105.jpg,https://images.gr-assets.com/books/1355429121s/16233105.jpg
60733497,Guy Gavriel Kay,1995,The Lions of Al-Rassan,The Lions of Al-Rassan,eng,4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1416521836,Laura Wiess,2007,Such a Pretty Girl,Such a Pretty Girl,eng,3.89,https://images.gr-assets.com/books/1336185676m/162086.jpg,https://images.gr-assets.com/books/1336185676s/162086.jpg
,Aurora Rose Reynolds,2013,,"Until Trevor (Until, #2)",eng,4.2,https://images.gr-assets.com/books/1384492152m/18340482.jpg,https://images.gr-assets.com/books/1384492152s/18340482.jpg
297775340,Judith Krantz,1978,Scruples,Scruples,eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
312385188,Sandra Dallas,1997,Prayers for Sale,Prayers for Sale,eng,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1439183368,Don Winslow,2010,,Savages,eng,3.84,https://images.gr-assets.com/books/1368577399m/8008928.jpg,https://images.gr-assets.com/books/1368577399s/8008928.jpg
553582895,Dean Koontz,1994,Dark Rivers of the Heart,Dark Rivers of the Heart,,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
345423291,Elizabeth Berg,1998,What We Keep ,What We Keep ,eng,3.91,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1416985794,"Janne Teller, Martin Aitken",2000,Intet,Nothing,eng,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
452156610,"A.N. Roquelaure, Anne Rice",1983,Sleeping Beauty Box Set,Sleeping Beauty Box Set,eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1563896451,"Brian Azzarello, Eduardo Risso",1999,"100 Bullets, Vol. 1: First Shot, Last Call (100 bullets, #1)","100 Bullets, Vol. 1: First Shot, Last Call",eng,3.82,https://images.gr-assets.com/books/1327888942m/94510.jpg,https://images.gr-assets.com/books/1327888942s/94510.jpg
1841496057,Karen Miller,2005,"Innocence Lost (Kingmaker, Kingbreaker, #2)","The Awakened Mage (Kingmaker, Kingbreaker, #2)",eng,3.71,https://images.gr-assets.com/books/1327918842m/1116393.jpg,https://images.gr-assets.com/books/1327918842s/1116393.jpg
440910811,Madeleine L'Engle,1980,"A Ring of Endless Light (Austin Family, #4)","A Ring of Endless Light (Austin Family, #4)",eng,4.14,https://images.gr-assets.com/books/1279354664m/14358.jpg,https://images.gr-assets.com/books/1279354664s/14358.jpg
316036064,Sara Zarr,2011,How to Save a Life,How to Save a Life,en-US,3.89,https://images.gr-assets.com/books/1337211222m/10757806.jpg,https://images.gr-assets.com/books/1337211222s/10757806.jpg
1416577572,Matthew Reilly,2009,The Five Greatest Warriors,"The 5 Greatest Warriors (Jack West Jr, #3)",eng,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
399170898,J.D. Robb,2016,Brotherhood in Death,"Brotherhood in Death (In Death, #42)",eng,4.35,https://images.gr-assets.com/books/1439226052m/25337081.jpg,https://images.gr-assets.com/books/1439226052s/25337081.jpg
886773776,Mercedes Lackey,1987,"Arrow's Flight (Heralds of Valdemar, #2)","Arrow's Flight (Heralds of Valdemar, #2)",eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
763628115,"Liz Kessler, Sarah Gibb",2003,The Tail of Emily Windsnap,"The Tail of Emily Windsnap (Emily Windsnap, #1)",eng,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1455554596,Sarah Hepola,2015,Blackout: Remembering the Things I Drank to Forget,Blackout: Remembering the Things I Drank to Forget,eng,3.96,https://images.gr-assets.com/books/1423750824m/23341862.jpg,https://images.gr-assets.com/books/1423750824s/23341862.jpg
399256202,John Flanagan,2012,The Invaders,"The Invaders (Brotherband Chronicles, #2)",eng,4.4,https://images.gr-assets.com/books/1327983041m/13003565.jpg,https://images.gr-assets.com/books/1327983041s/13003565.jpg
1598185217,W. Somerset Maugham,1919,The Moon and Sixpence,The Moon and Sixpence,,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Joe Hart,2016,,"The Last Girl (The Dominion Trilogy, #1)",en-CA,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1401210821,"Neil Gaiman, Mike Dringenberg, Chris Bachalo, Michael Zulli, Kelly Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Parkhouse, Daniel Vozzo, Lee Loughridge, Steve Oliff, Todd Klein, Dave McKean, Sam Kieth",2006,"The Absolute Sandman, Volume One","The Absolute Sandman, Volume One",eng,4.65,https://images.gr-assets.com/books/1312226853m/23753.jpg,https://images.gr-assets.com/books/1312226853s/23753.jpg
,Kristen Ashley,2011,,"Rock Chick Regret (Rock Chick, #7)",eng,4.55,https://images.gr-assets.com/books/1328300035m/13184992.jpg,https://images.gr-assets.com/books/1328300035s/13184992.jpg
689863624,Cynthia Voigt,1982,"Dicey's Song (Tillerman Family, #2)","Dicey's Song (Tillerman Cycle, #2)",eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1582408254,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007,The Walking Dead. Book Three,"The Walking Dead, Book Three (The Walking Dead #25-36)",eng,4.43,https://images.gr-assets.com/books/1426446934m/763429.jpg,https://images.gr-assets.com/books/1426446934s/763429.jpg
,Morgan Rice,2012,,"A Quest of Heroes (The Sorcerer's Ring, #1)",eng,3.46,https://images.gr-assets.com/books/1392626603m/16299991.jpg,https://images.gr-assets.com/books/1392626603s/16299991.jpg
679733787,"KÅçbÅç Abe, E. Dale Saunders",1962,ç ‚ãÅ®å¥_ [Suna no onna],The Woman in the Dunes,eng,3.91,https://images.gr-assets.com/books/1361254930m/9998.jpg,https://images.gr-assets.com/books/1361254930s/9998.jpg
140248927,"Mario Vargas Llosa, Helen R. Lane",1977,La tÃ_a Julia y el escribidor,Aunt Julia and the Scriptwriter,eng,3.9,https://images.gr-assets.com/books/1327993472m/77298.jpg,https://images.gr-assets.com/books/1327993472s/77298.jpg
62422960,Victoria Aveyard,2015,Queen Song,"Queen Song (Red Queen, #0.1)",,3.74,https://images.gr-assets.com/books/1437677533m/25005214.jpg,https://images.gr-assets.com/books/1437677533s/25005214.jpg
1563895684,"Warren Ellis, Darick Robertson, Rodney Ramos",1999,"Transmetropolitan, Vol. 3: Year of the Bastard","Transmetropolitan, Vol. 3: Year of the Bastard (Transmetropolitan, #3)",eng,4.4,https://images.gr-assets.com/books/1452027011m/22418.jpg,https://images.gr-assets.com/books/1452027011s/22418.jpg
,James  Hankins,2015,,The Prettiest One,eng,3.66,https://images.gr-assets.com/books/1441065786m/25104491.jpg,https://images.gr-assets.com/books/1441065786s/25104491.jpg
,Amy Zhang,2014,Falling Into Place,Falling into Place,,3.88,https://images.gr-assets.com/books/1393613084m/18163646.jpg,https://images.gr-assets.com/books/1393613084s/18163646.jpg
60688246,"Sheldon Vanauken, C.S. Lewis",1977,A Severe Mercy,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",en-US,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
307265722,Charles C. Mann,2011,1493: Uncovering the New World Columbus Created,1493: Uncovering the New World Columbus Created,en-GB,4.05,https://images.gr-assets.com/books/1327900945m/9862761.jpg,https://images.gr-assets.com/books/1327900945s/9862761.jpg
758254091,Anna Jean Mayhew,2011,The Dry Grass of August,The Dry Grass of August,,3.82,https://images.gr-assets.com/books/1327170212m/9429531.jpg,https://images.gr-assets.com/books/1327170212s/9429531.jpg
545298431,Linda Sue Park,2012,,"Trust No One (The 39 Clues: Cahills vs. Vespers, #5)",eng,4.2,https://images.gr-assets.com/books/1358266266m/12107927.jpg,https://images.gr-assets.com/books/1358266266s/12107927.jpg
385528078,Colson Whitehead,2010,,Zone One,eng,3.25,https://images.gr-assets.com/books/1327888785m/10365343.jpg,https://images.gr-assets.com/books/1327888785s/10365343.jpg
843960434,Jennifer Ashley,2009,The Madness of Lord Ian Mackenzie,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",eng,4.07,https://images.gr-assets.com/books/1322336718m/5981872.jpg,https://images.gr-assets.com/books/1322336718s/5981872.jpg
99453452,Stephen Hunter,1993,Point of Impact,"Point of Impact (Bob Lee Swagger, #1)",eng,4.26,https://images.gr-assets.com/books/1315656617m/127712.jpg,https://images.gr-assets.com/books/1315656617s/127712.jpg
009947915X,J.M. Coetzee,1983,Life & Times of Michael K.,Life and Times of Michael K,,3.85,https://images.gr-assets.com/books/1327203650m/6193.jpg,https://images.gr-assets.com/books/1327203650s/6193.jpg
044900483X,Mary Doria Russell,1998,Children of God,"Children of God (The Sparrow, #2)",eng,4.05,https://images.gr-assets.com/books/1373509005m/16948.jpg,https://images.gr-assets.com/books/1373509005s/16948.jpg
,Kendra Elliot,2014,,Vanished (Callahan & McLane #1),eng,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
718152433,Jamie Oliver,2007,Jamie at Home: Cook Your Way to the Good Life,Jamie at Home: Cook Your Way to the Good Life,,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
425197395,Clive Cussler,1973,The Mediterranean Caper,"The Mediterranean Caper (Dirk Pitt, #2)",eng,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
451454243,"Marion Zimmer Bradley, Diana L. Paxson",1993,The Forest House,"The Forest House (Avalon, #2)",eng,3.85,https://images.gr-assets.com/books/1319444215m/18892.jpg,https://images.gr-assets.com/books/1319444215s/18892.jpg
743484193,John Sandford,1999,Certain Prey,"Certain Prey (Lucas Davenport, #10)",eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
425210812,MaryJanice Davidson,2005,Undead and Unreturnable,"Undead and Unreturnable (Undead, #4)",en-US,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
441014763,Jack Campbell,2007,"Fearless (The Lost Fleet, #2)","Fearless (The Lost Fleet, #2)",,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553578553,Sara Donati,2000,Dawn on a Distant Shore,"Dawn on a Distant Shore (Wilderness, #2)",en-US,4.19,https://images.gr-assets.com/books/1403186902m/820956.jpg,https://images.gr-assets.com/books/1403186902s/820956.jpg
,Tarryn Fisher,2015,,F*ck Love,,4.13,https://images.gr-assets.com/books/1449432878m/25828204.jpg,https://images.gr-assets.com/books/1449432878s/25828204.jpg
,David Ebershoff,2000,The Danish Girl,The Danish Girl,eng,3.74,https://images.gr-assets.com/books/1451790312m/27864391.jpg,https://images.gr-assets.com/books/1451790312s/27864391.jpg
525426361,"Esther Earl, Lori Earl, Wayne Earl, John Green",2014,,This Star Won't Go Out: The Life and Words of Esther Grace Earl,eng,4.19,https://images.gr-assets.com/books/1392015126m/17675031.jpg,https://images.gr-assets.com/books/1392015126s/17675031.jpg
60898526,Aldous Huxley,1958,Brave New World Revisited ,Brave New World Revisited ,en-US,3.93,https://images.gr-assets.com/books/1410136964m/5481.jpg,https://images.gr-assets.com/books/1410136964s/5481.jpg
345301110,"Pauline RÃ©age, Sabine d'Estree",1954,Histoire d'O,Story of O (Story of O #1),eng,3.34,https://images.gr-assets.com/books/1464369941m/40483.jpg,https://images.gr-assets.com/books/1464369941s/40483.jpg
60757639,Robin Hobb,2006,Forest Mage,"Forest Mage (Soldier Son, #2)",en-US,3.35,https://images.gr-assets.com/books/1446012746m/45106.jpg,https://images.gr-assets.com/books/1446012746s/45106.jpg
380726297,Dennis Lehane,1997,Sacred,"Sacred (Kenzie & Gennaro, #3)",,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Kendra Elliot,2012,Hidden ,Hidden (Bone Secrets. #1),eng,3.98,https://images.gr-assets.com/books/1386936783m/18799585.jpg,https://images.gr-assets.com/books/1386936783s/18799585.jpg
,Penelope Douglas,2016,Punk 57,Punk 57,,4.22,https://images.gr-assets.com/books/1466189204m/29104680.jpg,https://images.gr-assets.com/books/1466189204s/29104680.jpg
425138232,Jack Higgins,1992,Eye of the Storm,"Eye of the Storm (Sean Dillon, #1)",eng,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
,Sean Patrick,2013,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Nikola Tesla: Imagination and the Man That Invented the 20th Century,eng,3.79,https://images.gr-assets.com/books/1366561721m/17835351.jpg,https://images.gr-assets.com/books/1366561721s/17835351.jpg
60880120,Meg Cabot,2006,How to Be Popular,How to Be Popular,eng,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
451530098,"George Bernard Shaw, Alan Jay Lerner",1956,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),Pygmalion & My Fair Lady,,4.24,https://images.gr-assets.com/books/1327891970m/7707.jpg,https://images.gr-assets.com/books/1327891970s/7707.jpg
345432401,Mario Puzo,1999,OmertÃ ,Omerta,eng,3.68,https://images.gr-assets.com/books/1327867034m/22028.jpg,https://images.gr-assets.com/books/1327867034s/22028.jpg
